person_id,driver,worker,educ,hhincttl,numadlt,drvrcnt,r_age,r_sex,hhsize,homeown,pertrips
131670151.00,1,1,4,18,2.0000,2.0000,46.0000,2,2.0000,1,7
131670152.00,1,1,1,18,2.0000,2.0000,51.0000,1,2.0000,1,1
131748351.00,1,2,4,12,2.0000,2.0000,32.0000,2,6.0000,2,8
131748352.00,1,1,4,12,2.0000,2.0000,32.0000,1,6.0000,2,1
131748353.00,-1,-1,-1,12,2.0000,2.0000,11.0000,1,6.0000,2,11
131748354.00,-1,-1,-1,12,2.0000,2.0000,9.0000,1,6.0000,2,11
131748355.00,-1,-1,-1,12,2.0000,2.0000,6.0000,1,6.0000,2,10
131748356.00,-1,-1,-1,12,2.0000,2.0000,3.0000,1,6.0000,2,8
131758051.00,1,1,1,6,2.0000,2.0000,29.0000,2,4.0000,1,4
131758052.00,1,1,1,6,2.0000,2.0000,33.0000,1,4.0000,1,4
131758053.00,-1,-1,-1,6,2.0000,2.0000,7.0000,1,4.0000,1,2
131758054.00,-1,-1,-1,6,2.0000,2.0000,5.0000,1,4.0000,1,2
131910381.00,1,2,4,3,3.0000,2.0000,28.0000,2,5.0000,1,3
131910382.00,1,1,1,3,3.0000,2.0000,31.0000,1,5.0000,1,3
131910383.00,-1,-1,-1,3,3.0000,2.0000,8.0000,1,5.0000,1,3
131910384.00,-1,-1,-1,3,3.0000,2.0000,3.0000,2,5.0000,1,3
131910385.00,2,1,2,3,3.0000,2.0000,20.0000,2,5.0000,1,3
131981031.00,1,2,2,3,1.0000,1.0000,65.0000,2,1.0000,1,3
132004711.00,1,1,6,18,2.0000,2.0000,46.0000,1,4.0000,1,11
132004712.00,1,1,2,18,2.0000,2.0000,39.0000,2,4.0000,1,8
132004713.00,-1,-1,-1,18,2.0000,2.0000,12.0000,2,4.0000,1,5
132004714.00,-1,-1,-1,18,2.0000,2.0000,10.0000,2,4.0000,1,5
132127191.00,1,1,8,12,2.0000,2.0000,29.0000,2,2.0000,1,3
132127192.00,1,1,3,12,2.0000,2.0000,38.0000,1,2.0000,1,8
132139581.00,1,2,4,2,1.0000,1.0000,55.0000,1,1.0000,2,2
132172001.00,1,1,4,12,2.0000,2.0000,33.0000,2,5.0000,1,6
132172003.00,-1,-1,-1,12,2.0000,2.0000,7.0000,1,5.0000,1,6
132172004.00,-1,-1,-1,12,2.0000,2.0000,5.0000,2,5.0000,1,6
132172005.00,-1,-1,-1,12,2.0000,2.0000,0.0000,2,5.0000,1,6
132331341.00,1,2,8,-7,1.0000,1.0000,78.0000,2,1.0000,1,4
132389511.00,1,1,5,18,3.0000,4.0000,51.0000,1,4.0000,1,6
132389512.00,1,2,2,18,3.0000,4.0000,53.0000,2,4.0000,1,6
132389513.00,1,1,6,18,3.0000,4.0000,27.0000,1,4.0000,1,5
132448681.00,1,2,6,-7,2.0000,2.0000,72.0000,2,2.0000,1,6
132503191.00,1,1,6,2,1.0000,1.0000,22.0000,1,1.0000,2,7
132568341.00,1,2,6,1,2.0000,2.0000,30.0000,2,5.0000,1,2
132568342.00,1,1,4,1,2.0000,2.0000,32.0000,1,5.0000,1,5
132568343.00,-1,-1,-1,1,2.0000,2.0000,6.0000,2,5.0000,1,5
132568344.00,-1,-1,-1,1,2.0000,2.0000,3.0000,2,5.0000,1,5
132568345.00,-1,-1,-1,1,2.0000,2.0000,0.0000,2,5.0000,1,3
132682751.00,1,2,1,-7,2.0000,2.0000,82.0000,1,2.0000,1,5
132682752.00,1,2,4,-7,2.0000,2.0000,75.0000,2,2.0000,1,5
132689211.00,1,1,8,18,2.0000,2.0000,65.0000,1,2.0000,1,7
132689212.00,1,1,5,18,2.0000,2.0000,60.0000,2,2.0000,1,9
132730551.00,1,2,2,6,2.0000,2.0000,27.0000,2,4.0000,1,7
132730552.00,1,1,3,6,2.0000,2.0000,30.0000,1,4.0000,1,9
132730553.00,-1,-1,-1,6,2.0000,2.0000,8.0000,1,4.0000,1,7
132730554.00,-1,-1,-1,6,2.0000,2.0000,3.0000,1,4.0000,1,6
132751341.00,1,1,4,18,2.0000,2.0000,41.0000,1,4.0000,1,5
132751342.00,1,1,4,18,2.0000,2.0000,44.0000,2,4.0000,1,6
132751343.00,-1,-1,-1,18,2.0000,2.0000,6.0000,1,4.0000,1,4
132751344.00,-1,-1,-1,18,2.0000,2.0000,1.0000,1,4.0000,1,2
132759561.00,2,2,2,3,1.0000,0.0000,88.0000,2,1.0000,1,2
132851241.00,1,2,6,12,2.0000,2.0000,73.0000,1,2.0000,1,6
132851242.00,1,2,6,12,2.0000,2.0000,71.0000,2,2.0000,1,4
132958241.00,1,1,2,13,2.0000,2.0000,21.0000,1,3.0000,1,2
132958242.00,1,1,2,13,2.0000,2.0000,21.0000,2,3.0000,1,4
132958243.00,-1,-1,-1,13,2.0000,2.0000,1.0000,1,3.0000,1,2
132996991.00,1,1,8,-8,3.0000,3.0000,59.0000,1,3.0000,1,4
132996992.00,1,1,8,-8,3.0000,3.0000,59.0000,2,3.0000,1,8
132996993.00,1,1,6,-8,3.0000,3.0000,25.0000,1,3.0000,1,3
133027132.00,1,2,3,17,2.0000,2.0000,65.0000,2,2.0000,1,2
133070991.00,1,1,2,6,1.0000,1.0000,54.0000,2,1.0000,1,4
133196181.00,1,1,2,8,4.0000,2.0000,27.0000,1,8.0000,1,5
133196182.00,2,1,1,8,4.0000,2.0000,28.0000,2,8.0000,1,2
133196184.00,1,1,1,8,4.0000,2.0000,33.0000,1,8.0000,1,2
133201281.00,1,1,8,18,2.0000,2.0000,37.0000,1,3.0000,1,9
133201282.00,1,1,8,18,2.0000,2.0000,35.0000,2,3.0000,1,3
133201283.00,-1,-1,-1,18,2.0000,2.0000,0.0000,1,3.0000,1,3
133206781.00,1,1,4,12,3.0000,3.0000,63.0000,1,3.0000,1,9
133206782.00,1,1,6,12,3.0000,3.0000,62.0000,2,3.0000,1,7
133206783.00,1,1,6,12,3.0000,3.0000,32.0000,1,3.0000,1,4
133395041.00,1,1,4,6,2.0000,1.0000,80.0000,1,2.0000,1,4
133396981.00,1,1,2,6,2.0000,2.0000,32.0000,1,6.0000,2,4
133396982.00,1,2,4,6,2.0000,2.0000,33.0000,2,6.0000,2,4
133396983.00,-1,-1,-1,6,2.0000,2.0000,12.0000,1,6.0000,2,4
133396984.00,-1,-1,-1,6,2.0000,2.0000,9.0000,2,6.0000,2,4
133396985.00,-1,-1,-1,6,2.0000,2.0000,3.0000,1,6.0000,2,4
133396986.00,-1,-1,-1,6,2.0000,2.0000,1.0000,2,6.0000,2,4
133412801.00,1,1,5,6,2.0000,2.0000,42.0000,2,4.0000,1,5
133412802.00,1,2,1,6,2.0000,2.0000,18.0000,1,4.0000,1,5
133412803.00,-1,-1,-1,6,2.0000,2.0000,14.0000,2,4.0000,1,7
133412804.00,-1,-1,-1,6,2.0000,2.0000,13.0000,2,4.0000,1,5
133512981.00,1,2,2,14,3.0000,3.0000,72.0000,2,3.0000,1,4
133512982.00,1,2,2,14,3.0000,3.0000,48.0000,1,3.0000,1,6
133512983.00,1,2,2,14,3.0000,3.0000,72.0000,1,3.0000,1,4
133587561.00,1,1,2,8,1.0000,1.0000,56.0000,2,1.0000,1,4
133748771.00,1,2,2,8,2.0000,2.0000,74.0000,2,2.0000,1,1
133748772.00,1,2,2,8,2.0000,2.0000,75.0000,1,2.0000,1,2
133841482.00,1,1,4,9,2.0000,2.0000,57.0000,1,2.0000,1,9
134009721.00,1,2,2,6,2.0000,2.0000,63.0000,2,2.0000,1,2
134009722.00,1,2,1,6,2.0000,2.0000,70.0000,1,2.0000,1,2
134159121.00,1,1,4,6,2.0000,1.0000,63.0000,2,2.0000,2,6
134211371.00,1,2,1,2,2.0000,2.0000,78.0000,1,2.0000,1,2
134211372.00,1,2,2,2,2.0000,2.0000,75.0000,2,2.0000,1,3
134401561.00,1,1,2,15,3.0000,3.0000,55.0000,2,3.0000,1,4
134401563.00,1,2,4,15,3.0000,3.0000,25.0000,1,3.0000,1,5
134548181.00,1,1,4,8,2.0000,2.0000,24.0000,1,2.0000,2,4
134548182.00,1,1,2,8,2.0000,2.0000,30.0000,1,2.0000,2,4
134669961.00,2,2,1,6,2.0000,1.0000,20.0000,2,3.0000,1,2
134669962.00,1,1,1,6,2.0000,1.0000,20.0000,1,3.0000,1,1
134669963.00,-1,-1,-1,6,2.0000,1.0000,3.0000,1,3.0000,1,2
134691391.00,1,1,5,18,3.0000,3.0000,44.0000,2,3.0000,1,8
134691392.00,1,1,4,18,3.0000,3.0000,46.0000,1,3.0000,1,2
134691393.00,1,1,4,18,3.0000,3.0000,20.0000,1,3.0000,1,5
134706031.00,1,1,4,13,2.0000,4.0000,33.0000,2,5.0000,1,2
134706032.00,1,1,2,13,2.0000,4.0000,43.0000,1,5.0000,1,4
134706035.00,-1,-1,-1,13,2.0000,4.0000,13.0000,2,5.0000,1,8
134745351.00,1,1,6,8,1.0000,1.0000,42.0000,1,1.0000,2,2
134797272.00,1,2,8,8,2.0000,2.0000,68.0000,1,2.0000,1,2
134848601.00,1,2,1,10,2.0000,3.0000,42.0000,1,4.0000,2,7
134848603.00,1,2,-1,10,2.0000,3.0000,15.0000,2,4.0000,2,3
134848604.00,-1,-1,-1,10,2.0000,3.0000,10.0000,1,4.0000,2,6
134915051.00,1,1,6,14,2.0000,2.0000,39.0000,1,4.0000,1,9
134915052.00,1,2,6,14,2.0000,2.0000,37.0000,2,4.0000,1,5
134915053.00,-1,-1,-1,14,2.0000,2.0000,5.0000,1,4.0000,1,4
134915054.00,-1,-1,-1,14,2.0000,2.0000,2.0000,2,4.0000,1,4
135004611.00,1,1,2,18,3.0000,3.0000,47.0000,2,3.0000,1,8
135004613.00,1,2,1,18,3.0000,3.0000,18.0000,1,3.0000,1,10
135060431.00,1,2,2,7,2.0000,2.0000,76.0000,1,2.0000,1,7
135060432.00,1,2,2,7,2.0000,2.0000,74.0000,2,2.0000,1,7
135237781.00,1,2,2,8,2.0000,3.0000,69.0000,2,3.0000,1,6
135237782.00,1,1,3,8,2.0000,3.0000,40.0000,2,3.0000,1,2
135291271.00,1,2,5,12,2.0000,2.0000,30.0000,2,6.0000,1,9
135291272.00,1,1,5,12,2.0000,2.0000,33.0000,1,6.0000,1,6
135291273.00,-1,-1,-1,12,2.0000,2.0000,11.0000,1,6.0000,1,4
135291274.00,-1,-1,-1,12,2.0000,2.0000,9.0000,1,6.0000,1,4
135291275.00,-1,-1,-1,12,2.0000,2.0000,6.0000,2,6.0000,1,9
135291276.00,-1,-1,-1,12,2.0000,2.0000,2.0000,1,6.0000,1,9
135306371.00,1,1,2,-7,2.0000,1.0000,70.0000,2,2.0000,1,2
135393131.00,1,2,8,10,1.0000,1.0000,88.0000,1,1.0000,1,4
135438881.00,1,2,4,10,1.0000,1.0000,74.0000,2,1.0000,1,5
135467681.00,1,2,5,8,4.0000,4.0000,39.0000,2,9.0000,1,6
135467682.00,1,1,2,8,4.0000,4.0000,42.0000,1,9.0000,1,6
135467684.00,1,1,1,8,4.0000,4.0000,20.0000,1,9.0000,1,1
135467685.00,1,1,1,8,4.0000,4.0000,17.0000,2,9.0000,1,6
135467686.00,-1,-1,-1,8,4.0000,4.0000,14.0000,2,9.0000,1,6
135467687.00,-1,-1,-1,8,4.0000,4.0000,12.0000,1,9.0000,1,5
135467688.00,-1,-1,-1,8,4.0000,4.0000,6.0000,2,9.0000,1,5
135467689.00,-1,-1,-1,8,4.0000,4.0000,6.0000,2,9.0000,1,6
135532251.00,1,2,2,10,2.0000,2.0000,45.0000,2,3.0000,2,9
135532253.00,-1,-1,-1,10,2.0000,2.0000,6.0000,1,3.0000,2,3
135544281.00,2,2,2,4,1.0000,0.0000,82.0000,2,1.0000,1,6
135620301.00,1,1,6,16,2.0000,2.0000,37.0000,2,5.0000,1,3
135620302.00,1,1,2,16,2.0000,2.0000,41.0000,1,5.0000,1,6
135620303.00,-1,-1,-1,16,2.0000,2.0000,8.0000,1,5.0000,1,2
135620304.00,-1,-1,-1,16,2.0000,2.0000,5.0000,1,5.0000,1,3
135620305.00,-1,-1,-1,16,2.0000,2.0000,5.0000,1,5.0000,1,3
135680411.00,1,2,4,5,1.0000,1.0000,76.0000,2,1.0000,1,4
135739421.00,1,2,5,18,2.0000,3.0000,38.0000,2,6.0000,1,3
135739422.00,1,1,5,18,2.0000,3.0000,35.0000,1,6.0000,1,5
135739423.00,1,2,1,18,2.0000,3.0000,17.0000,2,6.0000,1,5
135739424.00,2,2,-1,18,2.0000,3.0000,15.0000,1,6.0000,1,2
135739425.00,-1,-1,-1,18,2.0000,3.0000,5.0000,2,6.0000,1,3
135784061.00,1,1,4,17,2.0000,3.0000,38.0000,2,4.0000,1,5
135784062.00,1,1,2,17,2.0000,3.0000,39.0000,1,4.0000,1,7
135784063.00,1,2,1,17,2.0000,3.0000,17.0000,1,4.0000,1,6
135784064.00,-1,-1,-1,17,2.0000,3.0000,7.0000,2,4.0000,1,6
140768511.00,1,1,2,8,2.0000,2.0000,30.0000,2,4.0000,1,6
140768513.00,-1,-1,-1,8,2.0000,2.0000,12.0000,2,4.0000,1,6
140768514.00,-1,-1,-1,8,2.0000,2.0000,6.0000,2,4.0000,1,6
140797681.00,1,1,4,12,2.0000,2.0000,65.0000,1,2.0000,1,1
140797682.00,1,2,2,12,2.0000,2.0000,63.0000,2,2.0000,1,1
141464002.00,1,1,2,6,2.0000,2.0000,30.0000,1,4.0000,2,4
141573941.00,1,1,4,4,2.0000,2.0000,26.0000,2,2.0000,2,7
141919963.00,1,1,1,18,2.0000,3.0000,16.0000,1,3.0000,1,4
142506151.00,1,2,8,11,2.0000,2.0000,76.0000,1,2.0000,1,3
142506152.00,1,2,4,11,2.0000,2.0000,76.0000,2,2.0000,1,5
142996051.00,1,2,6,10,2.0000,2.0000,60.0000,2,2.0000,1,4
142996052.00,1,1,6,10,2.0000,2.0000,63.0000,1,2.0000,1,4
143010121.00,1,1,6,17,1.0000,1.0000,57.0000,2,1.0000,1,6
143097641.00,2,1,2,2,1.0000,0.0000,80.0000,2,1.0000,2,4
143357541.00,1,1,5,13,4.0000,4.0000,24.0000,2,4.0000,1,2
143357542.00,1,1,6,13,4.0000,4.0000,24.0000,1,4.0000,1,4
143357543.00,1,1,4,13,4.0000,4.0000,20.0000,1,4.0000,1,2
143590311.00,1,2,6,8,2.0000,2.0000,68.0000,2,2.0000,1,4
143590312.00,1,2,6,8,2.0000,2.0000,71.0000,1,2.0000,1,4
143776881.00,1,1,8,-8,1.0000,1.0000,25.0000,1,1.0000,1,3
143883941.00,2,1,6,6,3.0000,2.0000,66.0000,1,3.0000,1,5
143883942.00,1,1,2,6,3.0000,2.0000,71.0000,2,3.0000,1,3
143883943.00,1,2,4,6,3.0000,2.0000,51.0000,2,3.0000,1,4
144389361.00,1,2,2,11,2.0000,2.0000,77.0000,1,2.0000,1,5
144389362.00,1,2,1,11,2.0000,2.0000,67.0000,2,2.0000,1,4
144412441.00,1,1,4,-7,4.0000,2.0000,35.0000,2,4.0000,1,5
144412443.00,1,2,6,-7,4.0000,2.0000,70.0000,2,4.0000,1,5
144412444.00,2,2,8,-7,4.0000,2.0000,77.0000,1,4.0000,1,3
145138882.00,1,1,2,4,2.0000,1.0000,29.0000,1,4.0000,2,2
145138883.00,-1,-1,-1,4,2.0000,1.0000,6.0000,2,4.0000,2,2
145314991.00,1,1,2,17,2.0000,2.0000,54.0000,1,2.0000,1,5
145314992.00,1,1,2,17,2.0000,2.0000,43.0000,2,2.0000,1,2
145494581.00,1,2,4,12,2.0000,2.0000,64.0000,2,2.0000,1,7
145494582.00,1,2,5,12,2.0000,2.0000,67.0000,1,2.0000,1,8
145539871.00,1,1,4,17,2.0000,2.0000,31.0000,2,5.0000,1,8
145539872.00,1,1,2,17,2.0000,2.0000,33.0000,1,5.0000,1,3
145539873.00,-1,-1,-1,17,2.0000,2.0000,8.0000,1,5.0000,1,2
145539874.00,-1,-1,-1,17,2.0000,2.0000,6.0000,1,5.0000,1,2
145539875.00,-1,-1,-1,17,2.0000,2.0000,5.0000,1,5.0000,1,3
145767262.00,1,1,2,16,2.0000,2.0000,54.0000,1,2.0000,1,2
145925021.00,1,2,4,13,2.0000,2.0000,25.0000,2,4.0000,1,6
145925022.00,1,1,2,13,2.0000,2.0000,41.0000,1,4.0000,1,3
145925023.00,-1,-1,-1,13,2.0000,2.0000,5.0000,1,4.0000,1,6
145925024.00,-1,-1,-1,13,2.0000,2.0000,4.0000,1,4.0000,1,6
145960961.00,1,1,2,6,2.0000,2.0000,56.0000,2,2.0000,2,2
146170941.00,1,2,5,10,2.0000,2.0000,67.0000,2,2.0000,1,7
146170942.00,1,2,5,10,2.0000,2.0000,68.0000,1,2.0000,1,7
146204232.00,1,1,1,-8,2.0000,1.0000,39.0000,2,4.0000,1,1
146332631.00,1,1,2,4,2.0000,2.0000,27.0000,2,3.0000,2,4
146332632.00,1,1,1,4,2.0000,2.0000,18.0000,1,3.0000,2,2
146332633.00,-1,-1,-1,4,2.0000,2.0000,2.0000,2,3.0000,2,2
146671831.00,1,1,4,10,2.0000,2.0000,20.0000,2,2.0000,1,13
146671832.00,1,1,1,10,2.0000,2.0000,53.0000,1,2.0000,1,2
146935201.00,1,1,6,8,2.0000,1.0000,41.0000,2,3.0000,2,14
146935202.00,2,2,2,8,2.0000,1.0000,62.0000,2,3.0000,2,10
146935203.00,2,2,-1,8,2.0000,1.0000,15.0000,2,3.0000,2,7
146973131.00,1,1,6,18,2.0000,2.0000,50.0000,2,2.0000,1,4
146973132.00,1,1,8,18,2.0000,2.0000,40.0000,1,2.0000,1,4
147010871.00,1,1,6,8,1.0000,1.0000,32.0000,1,1.0000,1,3
147134281.00,1,1,8,17,2.0000,2.0000,32.0000,1,2.0000,2,9
147134282.00,1,2,6,17,2.0000,2.0000,34.0000,2,2.0000,2,1
147265301.00,1,2,4,4,1.0000,1.0000,60.0000,1,1.0000,1,6
147454831.00,1,1,8,12,1.0000,1.0000,63.0000,1,1.0000,2,8
147482511.00,1,1,4,14,2.0000,2.0000,40.0000,2,4.0000,1,9
147482513.00,-1,-1,-1,14,2.0000,2.0000,11.0000,1,4.0000,1,5
147482514.00,2,2,-1,14,2.0000,2.0000,15.0000,1,4.0000,1,5
147836271.00,1,2,2,6,1.0000,1.0000,80.0000,2,1.0000,1,5
148092731.00,1,2,4,4,1.0000,1.0000,81.0000,2,1.0000,1,3
148215291.00,1,1,6,1,1.0000,1.0000,47.0000,2,1.0000,2,6
148279961.00,1,2,8,6,1.0000,1.0000,88.0000,2,1.0000,1,4
148404812.00,1,1,4,13,2.0000,2.0000,31.0000,2,4.0000,1,9
148404813.00,-1,-1,-1,13,2.0000,2.0000,6.0000,1,4.0000,1,4
148404814.00,-1,-1,-1,13,2.0000,2.0000,2.0000,1,4.0000,1,5
148866581.00,1,2,2,8,2.0000,2.0000,59.0000,2,2.0000,1,6
148866582.00,1,2,6,8,2.0000,2.0000,60.0000,1,2.0000,1,8
149040201.00,1,1,2,9,2.0000,2.0000,33.0000,1,3.0000,1,4
149040202.00,1,1,3,9,2.0000,2.0000,21.0000,2,3.0000,1,4
149040203.00,-1,-1,-1,9,2.0000,2.0000,0.0000,1,3.0000,1,2
149121191.00,1,1,2,11,2.0000,1.0000,35.0000,1,2.0000,1,2
149121192.00,2,1,1,11,2.0000,1.0000,42.0000,1,2.0000,1,2
149175341.00,1,1,5,18,2.0000,2.0000,42.0000,2,2.0000,1,7
149175342.00,1,1,8,18,2.0000,2.0000,43.0000,1,2.0000,1,8
149210631.00,1,1,2,12,2.0000,2.0000,26.0000,1,2.0000,2,6
149210632.00,1,1,6,12,2.0000,2.0000,25.0000,2,2.0000,2,6
149242151.00,1,1,6,18,2.0000,2.0000,34.0000,1,3.0000,1,2
149552191.00,1,1,2,11,2.0000,2.0000,53.0000,2,2.0000,1,6
149552192.00,1,1,6,11,2.0000,2.0000,55.0000,1,2.0000,1,2
149998021.00,1,2,6,18,2.0000,2.0000,52.0000,2,2.0000,1,2
149998022.00,1,1,6,18,2.0000,2.0000,54.0000,1,2.0000,1,4
150147111.00,1,2,4,3,1.0000,1.0000,78.0000,2,1.0000,1,2
150309081.00,1,1,2,5,2.0000,2.0000,24.0000,1,4.0000,2,4
150309082.00,1,2,1,5,2.0000,2.0000,-8.0000,2,4.0000,2,5
150309083.00,-1,-1,-1,5,2.0000,2.0000,5.0000,1,4.0000,2,2
150309084.00,-1,-1,-1,5,2.0000,2.0000,4.0000,2,4.0000,2,2
150485831.00,1,1,8,15,2.0000,2.0000,32.0000,2,2.0000,1,2
150485832.00,1,1,6,15,2.0000,2.0000,28.0000,2,2.0000,1,4
150501391.00,1,1,4,15,2.0000,2.0000,67.0000,2,2.0000,1,2
151174071.00,1,1,2,17,3.0000,3.0000,42.0000,1,3.0000,1,4
151174072.00,1,1,4,17,3.0000,3.0000,43.0000,2,3.0000,1,3
151492481.00,1,1,4,2,1.0000,2.0000,45.0000,1,4.0000,2,7
151492482.00,1,1,1,2,1.0000,2.0000,16.0000,2,4.0000,2,6
151492484.00,-1,-1,-1,2,1.0000,2.0000,12.0000,1,4.0000,2,2
151505251.00,1,1,4,11,3.0000,2.0000,58.0000,1,3.0000,1,2
151505252.00,1,1,2,11,3.0000,2.0000,60.0000,2,3.0000,1,4
152154331.00,1,2,4,6,2.0000,2.0000,73.0000,2,2.0000,1,4
152154332.00,1,2,2,6,2.0000,2.0000,71.0000,1,2.0000,1,8
152204641.00,1,1,4,4,1.0000,1.0000,49.0000,2,2.0000,2,5
152204642.00,-1,-1,-1,4,1.0000,1.0000,14.0000,2,2.0000,2,2
152558401.00,1,2,8,17,2.0000,2.0000,65.0000,2,2.0000,1,3
152558402.00,1,2,6,17,2.0000,2.0000,68.0000,1,2.0000,1,3
152830761.00,1,1,6,17,2.0000,2.0000,29.0000,2,2.0000,1,5
152830762.00,1,1,4,17,2.0000,2.0000,29.0000,1,2.0000,1,5
153324151.00,1,1,4,6,1.0000,1.0000,32.0000,2,3.0000,2,5
153324152.00,-1,-1,-1,6,1.0000,1.0000,12.0000,2,3.0000,2,5
153324153.00,-1,-1,-1,6,1.0000,1.0000,5.0000,2,3.0000,2,4
153366461.00,1,2,2,4,2.0000,1.0000,74.0000,2,2.0000,1,5
153468141.00,1,2,2,10,2.0000,1.0000,67.0000,1,2.0000,1,2
153468142.00,2,1,2,10,2.0000,1.0000,50.0000,2,2.0000,1,2
153538761.00,1,2,2,2,2.0000,2.0000,58.0000,1,2.0000,1,6
153538762.00,1,2,2,2,2.0000,2.0000,62.0000,2,2.0000,1,5
153641171.00,1,1,8,18,1.0000,1.0000,54.0000,1,1.0000,1,4
154289891.00,1,1,8,17,2.0000,2.0000,41.0000,2,2.0000,1,2
154289892.00,1,1,2,17,2.0000,2.0000,42.0000,1,2.0000,1,2
154565441.00,1,2,6,18,2.0000,2.0000,36.0000,2,5.0000,1,1
154565442.00,1,1,6,18,2.0000,2.0000,38.0000,1,5.0000,1,10
154565443.00,-1,-1,-1,18,2.0000,2.0000,10.0000,2,5.0000,1,4
154565444.00,-1,-1,-1,18,2.0000,2.0000,8.0000,1,5.0000,1,4
154565445.00,-1,-1,-1,18,2.0000,2.0000,6.0000,2,5.0000,1,4
154720301.00,1,1,6,18,1.0000,1.0000,43.0000,1,3.0000,1,6
154720303.00,-1,-1,-1,18,1.0000,1.0000,14.0000,1,3.0000,1,2
154727861.00,1,1,4,11,2.0000,2.0000,28.0000,2,4.0000,1,7
154727862.00,1,1,3,11,2.0000,2.0000,34.0000,1,4.0000,1,2
154727863.00,-1,-1,-1,11,2.0000,2.0000,10.0000,2,4.0000,1,5
154727864.00,-1,-1,-1,11,2.0000,2.0000,0.0000,2,4.0000,1,7
154913581.00,1,2,2,-7,2.0000,2.0000,65.0000,2,2.0000,1,2
154913582.00,1,2,1,-7,2.0000,2.0000,73.0000,1,2.0000,1,2
155327651.00,1,1,2,7,2.0000,2.0000,39.0000,2,4.0000,1,6
155327652.00,1,1,4,7,2.0000,2.0000,46.0000,1,4.0000,1,4
155327653.00,-1,-1,-1,7,2.0000,2.0000,12.0000,2,4.0000,1,6
155327654.00,-1,-1,-1,7,2.0000,2.0000,11.0000,1,4.0000,1,6
155968241.00,1,2,2,1,2.0000,2.0000,70.0000,2,2.0000,1,4
155968242.00,1,2,6,1,2.0000,2.0000,75.0000,1,2.0000,1,3
155998341.00,2,2,3,5,1.0000,0.0000,81.0000,2,1.0000,1,3
156066841.00,2,2,1,8,2.0000,1.0000,32.0000,2,5.0000,1,6
156066842.00,1,1,1,8,2.0000,1.0000,30.0000,1,5.0000,1,2
156066843.00,-1,-1,-1,8,2.0000,1.0000,8.0000,1,5.0000,1,2
156066844.00,-1,-1,-1,8,2.0000,1.0000,6.0000,1,5.0000,1,2
156066845.00,-1,-1,-1,8,2.0000,1.0000,1.0000,2,5.0000,1,5
156189861.00,1,1,2,12,1.0000,1.0000,47.0000,1,1.0000,2,8
